case,batch_id,timestamp,t_pct,phase,temp_C,pressure_bar,pH,agitator_rpm,feed_A_Lph,feed_B_Lph,power_kW
C,C_B001,2026-01-15T07:24:13.103204,7.194244604316546,Charge,23.00328581168756,1.0346519700213332,5.629028113715331,157.88487878934265,19.17482164826758,14.610652576184895,18.940946323549316
C,C_B001,2026-01-15T07:32:38.413524,7.913669064748201,Charge,24.077949696628547,1.058280631636501,5.673523737263243,149.4561416573506,19.23729527095302,15.016420926315218,17.677666482965492
C,C_B001,2026-01-15T07:41:03.723844,8.633093525179856,Charge,25.68248954654873,1.0563043454116112,5.659844963253731,156.1017289874316,20.49672374863428,13.858753152139407,20.38242245380282
C,C_B001,2026-01-15T07:49:29.034165,9.35251798561151,Charge,23.403611650174938,1.0531385643365383,5.631558289378334,156.43492675364018,20.600270730959444,15.31967398173734,19.660963313569535
C,C_B001,2026-01-15T07:57:54.344485,10.071942446043165,HeatUp,24.379121650263215,1.073305887392023,5.672293901357601,156.3163169075324,19.74416246166571,14.85842189198823,18.300052184652447
C,C_B001,2026-01-15T08:06:19.654805,10.79136690647482,HeatUp,27.486850723341753,1.090338972076886,5.676379370152361,146.4274885485298,20.03168988353761,15.537772149256256,20.46156142603232
C,C_B001,2026-01-15T08:14:44.965126,11.510791366906474,HeatUp,23.894963320785887,1.0788081735712172,5.72377927055749,158.35573977506778,20.521806994395984,14.682211262204811,19.427198301621008
C,C_B001,2026-01-15T08:23:10.275446,12.230215827338128,HeatUp,24.55647268671247,1.0723368019906065,5.725229257049765,159.50541706041173,19.794545508946104,13.949427478743365,20.18422720207448
C,C_B001,2026-01-15T08:31:35.585766,12.949640287769784,HeatUp,25.190140972351767,1.0943803258217069,5.734325763972914,160.18801524031875,21.113491354164612,15.618394461147174,19.157456450947702
C,C_B001,2026-01-15T08:40:00.896087,13.66906474820144,HeatUp,24.94559035803529,1.07130966425744,5.734518131836761,154.32779813371397,17.85110234540889,14.602927534833771,18.94224247284324
C,C_B001,2026-01-15T08:48:26.206407,14.388489208633093,HeatUp,25.264047063341394,1.1021592642611353,5.718125860900613,152.0045944800103,19.566857476064037,15.492535974909147,18.210623988990708
C,C_B001,2026-01-15T08:56:51.516727,15.107913669064747,HeatUp,26.818467405445148,1.0922319851699185,5.731202063602053,163.77487302848192,20.93964608809758,15.711067043326832,20.526502888598653
C,C_B001,2026-01-15T09:05:16.827048,15.827338129496402,HeatUp,28.00821880831211,1.1111808015802007,5.740353341089523,161.24644437833413,21.237352852261015,15.930722747016707,19.187242861902742
C,C_B001,2026-01-15T09:13:42.137368,16.546762589928058,HeatUp,25.256423110264535,1.0860476352278747,5.749949566877463,161.50138251124415,20.316905589121344,14.574040221005754,17.857126088166527
C,C_B001,2026-01-15T09:22:07.447688,17.26618705035971,HeatUp,28.4137311994479,1.0810392903099852,5.762601975324598,169.42159842937392,19.25481337473342,15.318803305061593,19.425060658266723
C,C_B001,2026-01-15T09:30:32.758009,17.985611510791365,HeatUp,28.733603741204146,1.0933743429007718,5.764548441425546,165.89538521598013,19.73835871344799,15.56134726703303,19.13320396551832
C,C_B001,2026-01-15T09:38:58.068329,18.70503597122302,HeatUp,29.311213584795286,1.0948832328411142,5.779704030193525,166.49373190259294,20.70637137129861,15.42943211396725,20.153374839825684
C,C_B001,2026-01-15T09:47:23.378650,19.424460431654676,HeatUp,28.946702658499003,1.0971864046820348,5.74452180839803,170.8645985107703,21.12344286015648,15.256388995112443,19.99530895874385
C,C_B001,2026-01-15T09:55:48.688970,20.14388489208633,HeatUp,29.6928820506785,1.1458616373265897,5.801022909304308,176.94213536287376,20.30756213071512,15.132236507938545,20.86352024069709
C,C_B001,2026-01-15T10:04:13.999290,20.863309352517984,HeatUp,31.139085238770726,1.0975531526879374,5.853085698713475,166.51934460184606,21.29847972352516,15.8225356469161,17.991983389022728
C,C_B001,2026-01-15T10:12:39.309611,21.58273381294964,HeatUp,31.079927158777437,1.11795491912755,5.848058156562525,174.5143715084106,20.542777869609626,15.09864825786137,19.940027020988165
C,C_B001,2026-01-15T10:21:04.619931,22.302158273381295,HeatUp,31.505318925713997,1.116514540143007,5.8102662049506275,172.0402553779913,20.614226087181727,14.817532361463327,18.601711879239808
C,C_B001,2026-01-15T10:29:29.930251,23.02158273381295,HeatUp,32.172303264231154,1.1224146011033893,5.8275786608496905,174.15795070659252,20.823278150669758,14.545280725960959,18.941006760511016
C,C_B001,2026-01-15T10:37:55.240572,23.741007194244602,HeatUp,34.50767673884141,1.1206341502470825,5.869242735778145,174.07723578614446,21.657320753834227,14.670523077024262,19.759155185740745
C,C_B001,2026-01-15T10:46:20.550892,24.460431654676256,HeatUp,33.21110059065958,1.1014988863152302,5.836432221341496,180.82278906332772,19.2912449187292,16.597471285379992,19.19087159631461
C,C_B001,2026-01-15T10:54:45.861212,25.179856115107913,React,35.73520616257469,1.1401052981251416,5.850000196025212,183.67384630563006,21.400520154183358,15.566578575173155,20.031786770794067
C,C_B001,2026-01-15T11:03:11.171533,25.899280575539567,React,36.89187731209268,1.1312679933138898,5.96348592088228,182.1842712371351,20.994995343245794,15.1386993906948,20.065648837657537
C,C_B001,2026-01-15T11:11:36.481853,26.61870503597122,React,37.877153187329505,1.133347721681645,5.957971613304745,192.62711562823247,22.9529251703985,15.28533267567212,20.720724500089844
C,C_B001,2026-01-15T11:20:01.792173,27.33812949640288,React,39.23443239265895,1.1320549923525383,5.9760185500659,190.18619904390806,22.61118454668634,15.245378012456046,20.321031619309924
C,C_B001,2026-01-15T11:28:27.102494,28.057553956834532,React,39.88904427763795,1.127822646592224,5.971779455816768,193.29689064433333,21.58001681429586,16.632881529680233,21.43280037171016
C,C_B001,2026-01-15T11:36:52.412814,28.776978417266186,React,42.98399663439191,1.1388068436242138,5.965272330768351,189.54502007320116,23.542656627690093,14.67763674136944,22.41733016738585
C,C_B001,2026-01-15T11:45:17.723135,29.49640287769784,React,41.73491184969944,1.1051355702772718,5.979196000616974,188.0295753822972,22.37159807308046,14.932255795571706,21.086625149940527
C,C_B001,2026-01-15T11:53:43.033455,30.215827338129493,React,44.38670455440065,1.1143317159673536,5.985593878817121,200.88073688483522,23.748380959267255,14.992523003796808,21.772174495878392
C,C_B001,2026-01-15T12:02:08.343775,30.93525179856115,React,44.728037764045716,1.119453879493123,6.043483489059238,190.67704371616995,22.484883056664096,15.08276994730168,21.872246300168293
C,C_B001,2026-01-15T12:10:33.654096,31.654676258992804,React,46.43591478140041,1.0992231430454575,6.004621238520229,180.22336502151234,22.159586643280207,14.664005112364485,21.423013943702607
C,C_B001,2026-01-15T12:18:58.964416,32.37410071942446,React,48.797663372945344,1.1095459752221632,6.049435775626079,196.23686740123424,24.52164974620523,16.129151934253663,21.49968481787217
C,C_B001,2026-01-15T12:27:24.274736,33.093525179856115,React,50.83253424823983,1.0710935281031941,6.05683974307731,187.2137354488252,25.42711245963074,15.5182789235631,20.928640704033924
C,C_B001,2026-01-15T12:35:49.585057,33.81294964028777,React,51.67093631963094,1.1153246669422106,6.05762731990166,196.91127744719267,24.584503748198657,16.619976101366134,21.88637833525639
C,C_B001,2026-01-15T12:44:14.895377,34.53237410071942,React,52.74335157745548,1.1055748706977897,6.119392116650666,193.69621088218452,23.203093714282065,16.055561560024724,21.10016624106119
C,C_B001,2026-01-15T12:52:40.205697,35.25179856115108,React,54.53397473204296,1.1063779290569553,6.068960062564383,195.70746080210697,24.065988996490493,15.492337629565359,22.896804139523137
C,C_B001,2026-01-15T13:01:05.516018,35.97122302158273,React,56.62080107394473,1.1009374820163391,6.124272770579945,192.4222566611981,23.52972378415107,15.894815617821754,22.09060976455812
C,C_B001,2026-01-15T13:09:30.826338,36.690647482014384,React,57.26021456520799,1.094124563459064,6.186045943235248,194.76982890079267,25.7071421395061,16.016107233104496,22.408813271316358
C,C_B001,2026-01-15T13:17:56.136658,37.41007194244604,React,56.66720494199931,1.0626093448444711,6.186532489486683,196.71335572293606,25.91130901959424,16.95436512590831,21.536473475319653
C,C_B001,2026-01-15T13:26:21.446979,38.1294964028777,React,60.70076400798798,1.0811294881176616,6.152780520791826,196.70953839028198,25.578433045790675,17.569864021111822,21.43265980368931
C,C_B001,2026-01-15T13:34:46.757299,38.84892086330935,React,60.941548965219646,1.0502356569987252,6.187263912158669,198.68757683651538,25.863861837232843,16.634174357492345,21.87560447464967
C,C_B001,2026-01-15T13:43:12.067619,39.568345323741006,React,61.0824146587014,1.0600830070708707,6.186132105081283,195.48997596734262,25.435532763004947,17.664049661924544,22.94690992952834
C,C_B001,2026-01-15T13:51:37.377940,40.28776978417266,React,60.45100628339136,1.0822722312485673,6.179840390625881,199.71560617885942,24.66751251488635,15.60083727504588,22.676350759377776
C,C_B001,2026-01-15T14:00:02.688260,41.007194244604314,React,63.67919630794844,1.083016626321102,6.232371307287227,196.17946917827663,24.357897381032007,16.446990411343904,23.12972639845733
C,C_B001,2026-01-15T14:08:27.998581,41.72661870503597,React,63.88665989020853,1.063777094118193,6.245172578724947,202.04385619263368,24.90486504191898,17.161078941773738,22.5754388006188
C,C_B001,2026-01-15T14:16:53.308901,42.44604316546762,React,65.8450130881712,1.0562551919517418,6.267722918745162,201.24037840690158,24.4035887434792,16.55073083818703,22.567307081171993
C,C_B001,2026-01-15T14:25:18.619221,43.16546762589928,React,65.12144708830674,1.059678985187198,6.235505658893155,199.63532273411167,25.034764852250838,18.448449614838307,22.722463111369066
C,C_B001,2026-01-15T14:33:43.929542,43.884892086330936,React,66.04382490694364,1.0404737604217729,6.207755174243227,203.91740583815505,24.939715368928695,17.743876067566063,23.687984262735746
C,C_B001,2026-01-15T14:42:09.239862,44.60431654676259,React,65.90849098537377,1.0513977796299956,6.283306520591538,197.340235551579,25.003579226325343,18.059357033682993,22.57532895578782
C,C_B001,2026-01-15T14:50:34.550182,45.32374100719424,React,64.8988698263138,1.0241741563581734,6.2420030212903885,198.26577798410813,24.402095278326296,17.56211674138365,22.728580269173378
C,C_B001,2026-01-15T14:58:59.860503,46.0431654676259,React,64.49705626251338,1.0280536945438539,6.2522789777336145,200.1453092892912,24.839097135575138,17.075751362851015,21.562463577711636
C,C_B001,2026-01-15T15:07:25.170823,46.76258992805755,React,65.47160387387689,1.020139397560306,6.2772538991817175,199.58134190693136,24.44769536706814,17.587357452244156,23.952114394451602
C,C_B001,2026-01-15T15:15:50.481143,47.482014388489205,React,64.85604304356234,1.0110565112805237,6.317135295731247,198.30202586546451,24.36729397297594,18.209729217816307,22.339183169076165
C,C_B001,2026-01-15T15:24:15.791464,48.20143884892086,React,64.71273858148959,1.0116314640140998,6.313607889436928,202.4991421661544,22.0840694058805,18.457541292748896,22.427127426753135
C,C_B001,2026-01-15T15:32:41.101784,48.92086330935251,React,64.62529129841057,1.0096773999956474,6.33901207320377,197.71928891735158,22.76900137472632,17.86782293324683,21.8411114054747
C,C_B001,2026-01-15T15:41:06.412104,49.64028776978417,React,65.3733573303339,1.0083647106386913,6.327284739990118,197.57516584861807,22.719059287453128,19.198915678245292,23.263408096967137
C,C_B001,2026-01-15T15:49:31.722425,50.35971223021583,React,63.90876662019747,0.9946852047049788,6.321534440539769,195.15122462628713,22.4412869590433,18.614082288499276,23.409808550152107
C,C_B001,2026-01-15T15:57:57.032745,51.07913669064748,React,63.942477119775845,1.014513927949626,6.287390130120633,195.5543414557057,23.385037219891394,17.990585717135932,23.293792571688233
C,C_B001,2026-01-15T16:06:22.343065,51.798561151079134,React,61.40986895995378,0.9795699481323573,6.347258153372376,202.45092460170483,23.021028343519628,19.144399697091988,22.06718058198576
C,C_B001,2026-01-15T16:14:47.653386,52.51798561151079,React,60.290123305696106,0.9630319382978345,6.354621450114042,194.1751371265913,21.307842645250673,17.869789690938806,21.822434240829296
C,C_B001,2026-01-15T16:23:12.963706,53.23741007194244,React,60.67150040720414,0.9552440140062023,6.402060852221926,201.37563228680398,22.049128472234504,18.51054192259944,21.824494197434753
C,C_B001,2026-01-15T16:31:38.274027,53.956834532374096,React,59.37534496393016,0.971838705646674,6.343700945470583,195.68252512998652,22.669251919729803,19.132287834772473,22.711427474506745
C,C_B001,2026-01-15T16:40:03.584347,54.67625899280576,React,59.233410101076444,0.9556418542408832,6.365164313479386,197.71178180958643,21.785230165201323,19.01964369384559,22.524142695315504
C,C_B001,2026-01-15T16:48:28.894667,55.39568345323741,React,57.288664815640715,0.9417459384257859,6.383659294244625,189.60855999942737,21.426172807601603,18.614350462091867,22.149580296443638
C,C_B001,2026-01-15T16:56:54.204988,56.115107913669064,React,54.83023503147353,0.9214584164306493,6.3897168867619,193.5911371825158,23.61331187226119,18.89752584158812,22.46124467652974
C,C_B001,2026-01-15T17:05:19.515308,56.83453237410072,React,54.26406829872863,0.9617074991439571,6.440833822037698,191.36197762747682,21.010137936746705,20.243707032999907,21.38955301912395
C,C_B001,2026-01-15T17:13:44.825628,57.55395683453237,React,53.24691697670879,0.961295827667764,6.327704143827767,189.6456494990589,20.752072050175713,19.094624385574747,21.492954282104574
C,C_B001,2026-01-15T17:22:10.135949,58.273381294964025,React,52.95820683559662,0.9297485326275889,6.414002577317642,188.45036928763037,21.44831285620407,19.05539856177298,21.83324708578253
C,C_B001,2026-01-15T17:30:35.446269,58.99280575539568,React,52.200138287079376,0.9138945820852904,6.3782686469274585,187.60983459951166,20.883366697357214,17.82160881302045,22.06368952850223
C,C_B001,2026-01-15T17:39:00.756589,59.71223021582733,React,50.00753551458268,0.8982462449635671,6.40846800542348,195.93376846858146,19.69531421047638,17.98598502791233,21.786215300590396
C,C_B001,2026-01-15T17:47:26.066910,60.43165467625899,React,49.05443002876801,0.9373366435809584,6.450812241469799,189.38460387436479,20.80093770555013,18.224227002843396,20.99942489005557
C,C_B001,2026-01-15T17:55:51.377230,61.15107913669065,React,47.99740162891695,0.9075797400267868,6.397366832034386,188.1095049733026,20.722425428053405,18.3913818367481,20.524844993907728
C,C_B001,2026-01-15T18:04:16.687550,61.8705035971223,React,47.90082435972418,0.9474000606387556,6.380551079670338,181.20374723333782,20.630537818772876,18.254728295401925,22.22009398011274
C,C_B001,2026-01-15T18:12:41.997871,62.589928057553955,React,44.96146467701794,0.8996697233628452,6.421332162297132,186.70453048762266,20.263808021424797,18.348963665696374,21.7107024348629
C,C_B001,2026-01-15T18:21:07.308191,63.30935251798561,React,46.95360040000668,0.9235303369402501,6.4056864915754455,188.30313904798476,21.485601209756563,18.164942056286325,21.704572592319344
C,C_B001,2026-01-15T18:29:32.618512,64.02877697841727,React,45.950427223683434,0.8862725873584255,6.461093847980841,183.0668211046178,20.599588218807334,17.994313339742845,22.688625866565253
C,C_B001,2026-01-15T18:37:57.928832,64.74820143884892,React,44.08125046109191,0.9089968738461877,6.381720088390782,182.93151715451592,19.77247824104865,16.895941543027863,20.867184941474278
C,C_B001,2026-01-15T18:46:23.239152,65.46762589928058,Hold,43.00254001735346,0.8534027420879343,6.449470086700179,180.2492656885789,19.270651119083286,17.53430417654505,19.531291564810473
C,C_B001,2026-01-15T18:54:48.549473,66.18705035971223,Hold,43.26563769882439,0.8939156056992194,6.49588140087462,173.7178136516542,20.22007146846127,16.022034732133577,20.762188725030946
C,C_B001,2026-01-15T19:03:13.859793,66.90647482014388,Hold,42.788237074011604,0.9078931864145847,6.427818502075712,176.39483886024104,19.613933961440452,17.105626001273862,20.694422432278092
C,C_B001,2026-01-15T19:11:39.170113,67.62589928057554,Hold,42.12111258470603,0.8524748348996234,6.451384670864871,177.97221562323514,21.08683739199941,17.267943054884974,20.330653008612373
C,C_B001,2026-01-15T19:20:04.480434,68.34532374100719,Hold,40.41921388751789,0.900334589027195,6.461203780539761,167.1622599651943,20.08633330727532,16.942736609713418,20.26227768205959
C,C_B001,2026-01-15T19:28:29.790754,69.06474820143885,Hold,40.73737286239239,0.8761487483934309,6.510152221431955,176.14004398553345,19.53395764677198,17.943206195784203,20.167932033877893
C,C_B001,2026-01-15T19:36:55.101074,69.7841726618705,Hold,40.73157523692518,0.8925698756590315,6.461098773231806,172.64865286959915,21.096197054944447,16.979684547165462,19.862624117702744
C,C_B001,2026-01-15T19:45:20.411395,70.50359712230215,Hold,39.191132533999614,0.8897302610286175,6.447508374645555,167.84986611220467,19.49880139466128,15.975556512818946,21.0639888685429
C,C_B001,2026-01-15T19:53:45.721715,71.22302158273381,Hold,39.718689627050885,0.8900004151971057,6.456308900851955,175.27924363320807,20.768063130158872,16.39303684743768,21.162279591861203
C,C_B001,2026-01-15T20:02:11.032035,71.94244604316546,Hold,40.45966601491079,0.8947497942918917,6.476456433684816,166.670558190448,20.324533276068088,16.38466696539582,18.928855232400775
C,C_B001,2026-01-15T20:10:36.342356,72.66187050359711,Hold,39.89679740786047,0.8954443720286692,6.470287278239882,169.1561762503857,19.11273599134424,16.167057829604616,21.499849776401028
C,C_B001,2026-01-15T20:19:01.652676,73.38129496402877,Hold,39.201279212635846,0.9057926056127541,6.507393331732868,167.124649434013,19.51283937040994,16.952363876953385,20.691308241525135
C,C_B001,2026-01-15T20:27:26.962996,74.10071942446042,Hold,39.08677535253731,0.8754622163491589,6.471395190841812,162.91956267312463,20.920549936348372,15.784055060295984,19.959013287299555
C,C_B001,2026-01-15T20:35:52.273317,74.82014388489208,Hold,38.08324251626746,0.869635695833934,6.494729161889795,162.44560857981122,19.04794853763898,16.084467843318876,19.27682163042263
C,C_B001,2026-01-15T20:44:17.583637,75.53956834532374,Hold,39.06984614081185,0.8392302321958505,6.473880446584035,165.0148706295979,20.649086877791497,14.754922013415651,21.444719304204128
C,C_B001,2026-01-15T20:52:42.893958,76.2589928057554,Hold,39.48698122900925,0.8805204276387296,6.442619614402034,159.96540159928745,20.318935874108824,16.77954694018916,20.855995806698072
C,C_B001,2026-01-15T21:01:08.204278,76.97841726618705,Hold,38.14308289593487,0.8882200140976992,6.516587168679265,161.15229625814735,20.170748446555617,16.01302306914134,20.58123506036996
C,C_B001,2026-01-15T21:09:33.514598,77.6978417266187,Hold,39.48323100953708,0.8975296867261935,6.494016837922862,157.16813160939805,19.950068966330882,15.224911017146969,20.094570267491843
C,C_B001,2026-01-15T21:17:58.824919,78.41726618705036,Hold,39.476057655205075,0.8906056491051724,6.443627552722159,151.75468256372852,19.745786175362085,15.558483949685616,20.135939570624966
C,C_B001,2026-01-15T21:26:24.135239,79.13669064748201,Hold,39.09726399681334,0.887896464535359,6.468184142392019,153.11869536367098,20.625541236017185,15.82583355328416,20.301430083469818
C,C_B001,2026-01-15T21:34:49.445559,79.85611510791367,Hold,40.67605187066547,0.8803967871009669,6.427860620711262,150.8998212904333,21.27424386020631,15.108160062579909,20.98190618755988
C,C_B001,2026-01-15T21:43:14.755880,80.57553956834532,CoolDown,38.06853174808945,0.88010702747167,6.053598161325995,146.6555143364618,20.42772341473153,15.671930440880585,20.577392708425773
C,C_B001,2026-01-15T21:51:40.066200,81.29496402877697,CoolDown,39.8052599939329,0.8668711959538055,6.109104963985176,150.80367163173622,20.360668473823587,14.848427102761374,19.82730118741225
C,C_B001,2026-01-15T22:00:05.376520,82.01438848920863,CoolDown,38.47784220878581,0.8783228606091203,6.097649395493247,149.73940896286535,21.064710478769122,14.52881291866018,21.1205422543822
C,C_B001,2026-01-15T22:08:30.686841,82.73381294964028,CoolDown,39.95863673181487,0.8631124455018655,6.06854079016299,147.35559024095997,20.280954344920236,16.60523092300006,20.06588884370586
C,C_B001,2026-01-15T22:16:55.997161,83.45323741007194,CoolDown,38.23031073396462,0.898001320082073,6.059791303279867,143.56140668195954,19.677046803662332,16.040795798473077,20.1316647577933
C,C_B001,2026-01-15T22:25:21.307481,84.17266187050359,CoolDown,39.300550698368916,0.9092178869575909,6.014249141983835,151.46896231742016,20.402751968457533,16.050174388075284,20.24306718244606
C,C_B001,2026-01-15T22:33:46.617802,84.89208633093524,CoolDown,39.312373847419586,0.8907596428809429,6.094535484923846,149.13778922949487,19.72119228905625,14.413845590063541,19.589091141410268
C,C_B001,2026-01-15T22:42:11.928122,85.6115107913669,CoolDown,38.94447008941147,0.9186891795713744,6.012870454688792,146.47981631455406,20.773488422035157,15.206156454415924,21.428880352207344
C,C_B001,2026-01-15T22:50:37.238442,86.33093525179856,CoolDown,39.54079210126592,0.9176408154232089,6.071893698855098,152.59972079348432,20.29934939054968,15.533373458692314,21.228412067506845
C,C_B001,2026-01-15T22:59:02.548763,87.05035971223022,CoolDown,38.14023401073493,0.8960376659037692,6.089299314583037,146.96341161342443,18.41907611224744,14.383979045468474,19.600980291247513
C,C_B001,2026-01-15T23:07:27.859083,87.76978417266187,CoolDown,39.36143885590827,0.9385184070827298,6.026130599160933,148.72777233769102,21.461395772172445,14.64181152754579,20.861035520658533
C,C_B001,2026-01-15T23:15:53.169404,88.48920863309353,CoolDown,39.11214319161114,0.9163935029116935,6.020076993590379,153.13776018966422,20.824656451109252,14.633584474977834,20.390971027181738
C,C_B001,2026-01-15T23:24:18.479724,89.20863309352518,CoolDown,39.244062822345406,0.919904057536048,6.015308432580202,145.98236644977231,20.607357546951768,15.03419943590102,21.570910823467674
C,C_B001,2026-01-15T23:32:43.790044,89.92805755395683,CoolDown,39.59559523882676,0.9312854705574697,6.023333522886754,144.2898263402235,19.90295308160191,14.418430074169112,21.080973107418316
C,C_B001,2026-01-15T23:41:09.100365,90.64748201438849,CoolDown,40.32108167326842,0.9568342837939362,6.0010655804646476,148.8570460157077,20.111928657495298,13.594743421060251,19.467718617793526
C,C_B001,2026-01-15T23:49:34.410685,91.36690647482014,CoolDown,40.88482733923547,0.942579816404097,6.012237027794858,152.50381369617543,19.307802254603818,15.759199464867617,20.209039072373727
C,C_B001,2026-01-15T23:57:59.721005,92.0863309352518,CoolDown,39.30209046357985,0.9385658590827912,6.002567952412054,149.9654084199995,19.13883367383475,14.527402016251742,19.744674221749403
C,C_B001,2026-01-16T00:06:25.031326,92.80575539568345,CoolDown,40.938163705557905,0.9568453170168232,6.018692022186562,146.88155786843672,20.122004965643004,15.721221359603497,21.000027298429757
C,C_B001,2026-01-16T00:14:50.341646,93.5251798561151,Transfer,40.145053838908325,0.950818709921977,5.9758843199717795,156.1775510621635,19.816870459973053,14.383840284935783,20.563676566047267
C,C_B001,2026-01-16T00:23:15.651966,94.24460431654676,Transfer,39.75953304020978,0.955494218817122,6.026714743377494,148.9466406038112,20.175420857673693,16.084221742918864,19.667798663704865
C,C_B001,2026-01-16T00:31:40.962287,94.96402877697841,Transfer,41.78045572841121,0.9679220387518457,6.00423387901921,151.3367590845978,20.03918640730307,15.568971123365106,21.777048429994462
C,C_B001,2026-01-16T00:40:06.272607,95.68345323741006,Transfer,40.801032399357005,0.9969888422380389,6.020614557060953,153.56441953033428,18.243117699125925,14.369545821155564,19.516778152603997
C,C_B001,2026-01-16T00:48:31.582927,96.40287769784172,Transfer,42.1577368869874,0.972137550081723,5.987332540409263,146.83527032602112,19.40966121113963,14.102126347657867,20.186148746120942
C,C_B001,2026-01-16T00:56:56.893248,97.12230215827337,Transfer,40.40458518282973,0.9937302838180245,6.029963821521142,155.90543900410404,19.307237391373782,14.687607975395107,19.555437552825396
C,C_B001,2026-01-16T01:05:22.203568,97.84172661870502,Transfer,41.76382311705141,0.993901777744644,5.9943032467939075,150.64827417534983,19.491921233272823,15.036728035012871,20.385696166746982
C,C_B001,2026-01-16T01:13:47.513888,98.56115107913669,CIP,41.35564872355065,0.9883427154671723,5.996510740104692,146.8744440971935,19.673014815635458,16.048483200947956,20.48813138836628
C,C_B001,2026-01-16T01:22:12.824209,99.28057553956835,CIP,42.51388463307923,1.0191798138881976,5.938951147186209,147.74045997413543,21.429357636495602,14.711683540698395,20.778472857811543
C,C_B001,2026-01-16T01:30:38.134529,100.0,CIP,41.085287758301774,0.9820166471581477,6.0150005498801775,149.9278839790529,19.435867646373556,15.452494081949045,19.674227382938355
C,C_B002,2026-01-15T08:30:00,0.0,Charge,21.726583047662412,1.0366199502165467,5.5926954356212635,146.15975976832942,20.487773666448305,14.673747183581401,19.34364548704992
C,C_B002,2026-01-15T08:37:26.808617,0.7194244604316546,Charge,23.394844321511066,0.989372354037623,5.638030517486977,152.47378541018048,20.128876750026354,16.113760463429163,18.38348848519882
C,C_B002,2026-01-15T08:44:53.617234,1.4388489208633093,Charge,24.59985763474664,0.9725517333262755,5.632990198182179,157.4663265384435,19.54839642342847,14.87547366982364,19.936501149302003
C,C_B002,2026-01-15T08:52:20.425851,2.158273381294964,Charge,22.114551294600282,1.0213392127613494,5.6319637577091735,147.77288196226496,20.096089550479654,15.633771350853234,18.502270650632045
C,C_B002,2026-01-15T08:59:47.234469,2.8776978417266186,Charge,22.542663034625235,1.0147122208624006,5.651212767952454,148.43715472639045,20.496398495274452,13.891780553386672,18.487760990770205
C,C_B002,2026-01-15T09:07:14.043086,3.597122302158273,Charge,22.618215885336244,1.0282376703585923,5.638140975279996,141.30198526226033,20.430426900372755,14.804965011688926,17.357000296794197
C,C_B002,2026-01-15T09:14:40.851703,4.316546762589928,Charge,24.531076782116784,1.0348477746008615,5.640119917683335,150.14693759461866,19.53665264409979,15.711839994019925,18.510503614583488
C,C_B002,2026-01-15T09:22:07.660320,5.0359712230215825,Charge,22.41822702207643,1.0519391576299202,5.708695212997692,145.58913049682937,19.34663359279995,14.71706267087563,18.773298205382055
C,C_B002,2026-01-15T09:29:34.468937,5.755395683453237,Charge,22.921269858546154,1.0254486092803603,5.606958580874186,146.08699810401967,19.55030173459404,15.000915719928212,17.452352174402765
C,C_B002,2026-01-15T09:37:01.277554,6.474820143884892,Charge,23.70395082887342,1.029113872357898,5.680930549868856,145.6164748597412,20.578494241557017,13.41974390176062,17.577262898267236
C,C_B002,2026-01-15T09:44:28.086171,7.194244604316546,Charge,24.38635623791918,1.066345901344968,5.672827187172534,159.56338291326057,19.084423118823203,13.786904855183883,19.968157609374305
